Specialist Program ERSPE2273, Commerce (BCom), Year 1, 7, MGM101H5, MGT120H5, ECO100Y5, MAT133Y5, MAT135H5, MAT136H5, MAT135Y5, Year 2, 36, MGT220H5, MGT252H5, MGT262H5, MGT223H5, MGT353H5, MGT363H5, MGT371H5, MGT374H5, MGT393H5, MGT330H5, MGT338H5, MGT339H5, MGT430H5, MGT431H5, MGT433H5, MGT434H5, MGT435H5, MGT438H5, MGT439H5, MGT440H5, MGT441H5, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, ECO375H5, ECO349H5, ECO365H5, ECO475H5, ECO460H5, ECO461H5, ECO463H5, Year 3, 25, ANT204H5, CLA201H5, ECO320Y5, ECO322Y5, ECO323Y5, ECO336Y5, ECO373Y5, ECO399Y5, ECO439Y5, ECO343H5, ECO344H5, ECO406H5, ECO411H5, ECO435H5, ECO456H5, ECO463H5, ECO475H5, PHL245H5, PHL246H5, PHL247H5, PHL344H5, PHL345H5, PHL346H5, PHL347H5, SOC350H5
Specialist Program ERSPE1704, Commerce:  Accounting (BCom), Year 1, 7, MGM101H5, MGT120H5, ECO100Y5, MAT133Y5, MAT135H5, MAT136H5, MAT135Y5, Year 2, 36, MGT220H5, MGT252H5, MGT262H5, MGT223H5, MGT353H5, MGT363H5, MGT371H5, MGT374H5, MGT393H5, MGT330H5, MGT338H5, MGT339H5, MGT430H5, MGT431H5, MGT433H5, MGT434H5, MGT435H5, MGT438H5, MGT439H5, MGT440H5, MGT441H5, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, ECO375H5, ECO349H5, ECO365H5, ECO475H5, ECO460H5, ECO461H5, ECO463H5, Year 3, 25, ANT204H5, CLA201H5, ECO320Y5, ECO322Y5, ECO323Y5, ECO336Y5, ECO373Y5, ECO399Y5, ECO439Y5, ECO343H5, ECO344H5, ECO406H5, ECO411H5, ECO435H5, ECO456H5, ECO463H5, ECO475H5, PHL245H5, PHL246H5, PHL247H5, PHL344H5, PHL345H5, PHL346H5, PHL347H5, SOC350H5
Specialist Program ERSPE2034, Commerce: Finance (BCom), Year 1, 7, MGM101H5, MGT120H5, ECO100Y5, MAT133Y5, MAT135H5, MAT136H5, MAT135Y5, Year 2, 36, MGT220H5, MGT252H5, MGT262H5, MGT223H5, MGT353H5, MGT363H5, MGT371H5, MGT374H5, MGT393H5, MGT330H5, MGT338H5, MGT339H5, MGT430H5, MGT431H5, MGT433H5, MGT434H5, MGT435H5, MGT438H5, MGT439H5, MGT440H5, MGT441H5, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, ECO375H5, ECO349H5, ECO365H5, ECO475H5, ECO460H5, ECO461H5, ECO463H5, Year 3, 25, ANT204H5, CLA201H5, ECO320Y5, ECO322Y5, ECO323Y5, ECO336Y5, ECO373Y5, ECO399Y5, ECO439Y5, ECO343H5, ECO344H5, ECO406H5, ECO411H5, ECO435H5, ECO456H5, ECO463H5, ECO475H5, PHL245H5, PHL246H5, PHL247H5, PHL344H5, PHL345H5, PHL346H5, PHL347H5, SOC350H5
Specialist Program ERSPE2380, Commerce: Marketing (BCom), Year 1, 7, MGM101H5, MGT120H5, ECO100Y5, MAT133Y5, MAT135H5, MAT136H5, MAT135Y5, Year 2, 17, ECO220Y5, ECO227Y5, STA256H5, STA256H5, STA258H5, STA256H5, STA260H5, MGT223H5, MGT220H5, MGT252H5, MGT338H5, MGT339H5, MGT330H5, MGT363H5, MGT371H5, MGT374H5, MGT393H5
Major Program ERMAJ1111, Commerce (Arts), Year 1, 7, MGM101H5, MGT120H5, ECO100Y5, MAT133Y5, MAT135H5, MAT136H5, MAT135Y5, Year 2, 17, ECO220Y5, ECO227Y5, STA256H5, STA256H5, STA258H5, STA256H5, STA260H5, MGT223H5, MGT220H5, MGT252H5, MGT338H5, MGT339H5, MGT330H5, MGT363H5, MGT371H5, MGT374H5, MGT393H5
Major Program ERMAJ1302, Professional Writing and Communication (Arts), Year 1, 1, WRI203H5
Specialist Program ERSPE1037, Computer Science: Information Systems Option (Science)
Specialist Program ERSPE1038, Information Security (Science), Year 1, 11, CSC108H5, CSC148H5, MAT102H5, MAT132H5, MAT134H5, MAT135H5, MAT136H5, MAT134Y5, MAT135Y5, MAT137Y5, MAT157Y5, Year 2, 9, CSC207H5, CSC236H5, CSC209H5, CSC258H5, CSC263H5, CSC290H5, MAT223H5, MAT240H5, STA256H5
Specialist Program ERSPE1688, Computer Science (Science), Year 1, 11, CSC108H5, CSC148H5, MAT102H5, MAT132H5, MAT134H5, MAT135H5, MAT136H5, MAT134Y5, MAT135Y5, MAT137Y5, MAT157Y5, Year 2, 9, CSC207H5, CSC236H5, CSC209H5, CSC258H5, CSC263H5, CSC290H5, MAT223H5, MAT240H5, STA256H5
Major Program ERMAJ1688, Computer Science (Science), Year 1, 11, CSC108H5, CSC148H5, MAT102H5, MAT132H5, MAT134H5, MAT135H5, MAT136H5, MAT134Y5, MAT135Y5, MAT137Y5, MAT157Y5, Year 2, 9, CSC207H5, CSC236H5, CSC209H5, CSC258H5, CSC263H5, CSC290H5, MAT223H5, MAT240H5, STA256H5
Specialist Program ERSPE0727, Criminology, Law and Society (Arts), Year 1, 3, SOC100H5, SOC100H5, SOC209H5, Year 2, 8, SOC205H5, SOC209H5, SOC221H5, SOC222H5, SOC205H5, SOC209H5, SOC221H5, SOC222H5, Year 3, 113, SOC206H5, SOC208H5, SOC211H5, SOC216H5, SOC219H5, SOC301H5, SOC303H5, SOC306H5, SOC310H5, SOC311H5, SOC316H5, SOC320H5, SOC322H5, SOC323H5, SOC324H5, SOC325H5, SOC326H5, SOC327H5, SOC328H5, SOC330H5, SOC337H5, SOC338H5, SOC346H5, SOC351H5, SOC357H5, SOC365H5, SOC366H5, SOC371H5, SOC378H5, SOC379H5, SOC382H5, SOC393H5, SOC394H5, SOC401H5, SOC403H5, SOC420H5, SOC421H5, SOC423H5, SOC429H5, SOC432H5, SOC440H5, SOC446H5, SOC447H5, SOC448H5, SOC450H5, SOC456H5, SOC475H5, SOC493H5, SOC494H5, SOC299H5, SOC299Y5, SOC399H5, SOC399Y5, SOC480Y5, SOC499H5, SOC499Y5, ANT205H5, ANT209H5, ANT306H5, ANT352H5, ANT354H5, ANT369H5, ANT439H5, FSC239Y5, FSC271H5, FSC360H5, FSC406H5, PHL246H5, PHL265H5, PHL271H5, PHL274H5, PHL275H5, PHL277Y5, PHL365H5, PHL370H5, PHL374H5, PHL376H5, POL208Y5, POL214Y5, POL310Y5, POL340Y5, POL343Y5, PSY220H5, PSY230H5, PSY240H5, PSY270H5, PSY328H5, PSY340H5, PSY341H5, PSY344H5, PSY346H5, PSY440H5, SOC231H5, SOC253H5, SOC263H5, SOC275H5, SOC302H5, SOC318H5, SOC332H5, SOC342H5, SOC359H5, SOC364H5, SOC380H5, SOC425H5, SOC455H5, SOC457H5, SOC460H5, SOC463H5, SOC476H5, WGS215H5, WGS365H5, WGS373H5, WGS420H5
Major Program ERMAJ0727, Criminology, Law and Society (Arts), Year 1, 3, SOC100H5, SOC100H5, SOC209H5, Year 2, 8, SOC205H5, SOC209H5, SOC221H5, SOC222H5, SOC205H5, SOC209H5, SOC221H5, SOC222H5, Year 3, 113, SOC206H5, SOC208H5, SOC211H5, SOC216H5, SOC219H5, SOC301H5, SOC303H5, SOC306H5, SOC310H5, SOC311H5, SOC316H5, SOC320H5, SOC322H5, SOC323H5, SOC324H5, SOC325H5, SOC326H5, SOC327H5, SOC328H5, SOC330H5, SOC337H5, SOC338H5, SOC346H5, SOC351H5, SOC357H5, SOC365H5, SOC366H5, SOC371H5, SOC378H5, SOC379H5, SOC382H5, SOC393H5, SOC394H5, SOC401H5, SOC403H5, SOC420H5, SOC421H5, SOC423H5, SOC429H5, SOC432H5, SOC440H5, SOC446H5, SOC447H5, SOC448H5, SOC450H5, SOC456H5, SOC475H5, SOC493H5, SOC494H5, SOC299H5, SOC299Y5, SOC399H5, SOC399Y5, SOC480Y5, SOC499H5, SOC499Y5, ANT205H5, ANT209H5, ANT306H5, ANT352H5, ANT354H5, ANT369H5, ANT439H5, FSC239Y5, FSC271H5, FSC360H5, FSC406H5, PHL246H5, PHL265H5, PHL271H5, PHL274H5, PHL275H5, PHL277Y5, PHL365H5, PHL370H5, PHL374H5, PHL376H5, POL208Y5, POL214Y5, POL310Y5, POL340Y5, POL343Y5, PSY220H5, PSY230H5, PSY240H5, PSY270H5, PSY328H5, PSY340H5, PSY341H5, PSY344H5, PSY346H5, PSY440H5, SOC231H5, SOC253H5, SOC263H5, SOC275H5, SOC302H5, SOC318H5, SOC332H5, SOC342H5, SOC359H5, SOC364H5, SOC380H5, SOC425H5, SOC455H5, SOC457H5, SOC460H5, SOC463H5, SOC476H5, WGS215H5, WGS365H5, WGS373H5, WGS420H5
Specialist Program ERSPE1465, Earth Science (Science), Year 1, 8, ERS101H5/111H5, ENV100Y5, MAT132H5/134H5, MAT135H5/136H5, MAT134Y5/135Y5/137Y5, CHM110H5/120H5, PHY136H5/137H5, PHY146H5/147H5, Year 2, 3, ERS201H5/202H5/203H5, ERS211H5/225H5, GGR214H5/217H5/227H5/272H5/276H5/278H5, Year 3, 3, ERS301H5/302H5/303H5/304H5/311H5/312H5/315H5/325H5/381H5/401H5/402H5/403H5/404H5/411H5/412H5/425H5, JGE378H5, CPS400Y5
Major Program ERMAJ1465, Earth Science (Science), Year 1, 8, ERS101H5/111H5, ENV100Y5, MAT132H5/134H5, MAT135H5/136H5, MAT134Y5/135Y5/137Y5, CHM110H5/120H5, PHY136H5/137H5, PHY146H5/147H5, Year 2, 3, ERS201H5/202H5/203H5, ERS211H5/225H5, GGR214H5/217H5/227H5/272H5/276H5/278H5, Year 3, 3, ERS301H5/302H5/303H5/304H5/311H5/312H5/315H5/325H5/381H5/401H5/402H5/403H5/404H5/411H5/412H5/425H5, JGE378H5, CPS400Y5
Minor Program ERMIN1465, Earth Science (Science), Year 1, 3, ERS101H5, ERS111H5, ENV100Y5, Year 2, 2, ERS201H5/202H5/203H5/211H5/225H5, JGE378H5
Specialist Program ERSPE1478, Economics (Arts, B.Com.), Year 1, 9, ECO100Y5, MAT133Y5, MAT134Y5, MAT132H5, MAT134H5, MAT135Y5, MAT135H5, MAT136H5, MAT137Y5, Year 2, 18, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, STA257H5, STA256H5, STA257H5, STA256H5, STA261H5, STA260H5, STA257H5, STA256H5, STA248H5, STA258H5, Year 3, 18, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, STA257H5, STA256H5, STA257H5, STA256H5, STA261H5, STA260H5, STA257H5, STA256H5, STA248H5, STA258H5
Major Program ERMAJ1478, Economics (Arts, B.Com.), Year 1, 9, ECO100Y5, MAT133Y5, MAT134Y5, MAT132H5, MAT134H5, MAT135Y5, MAT135H5, MAT136H5, MAT137Y5, Year 2, 18, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, STA257H5, STA256H5, STA257H5, STA256H5, STA261H5, STA260H5, STA257H5, STA256H5, STA248H5, STA258H5, Year 3, 18, ECO200Y5, ECO204Y5, ECO206Y5, ECO202Y5, ECO208Y5, ECO209Y5, ECO220Y5, ECO227Y5, STA257H5, STA256H5, STA257H5, STA256H5, STA261H5, STA260H5, STA257H5, STA256H5, STA248H5, STA258H5
Combined Specialist Program ERSPE0751, Economics and Political Science (Arts)
Minor Program ERMIN0605, 'Name not found', Year 1, 1, EDS100H5, Year 2, 3, EDS200H5, EDS210H5, EDS220H5, Year 3, 12, EDS300H5, EDS310H5, EDS388H5, EDS377H5, EDS250H5/345H5, FRE225Y5/325H5/345H5/352H5/353H5/355H5/382H5/383H5, LIN358H5/417H5/456H5, LTL227H5/380H5/417H5/456H5/486H5/488H5, MAT382H5/392H5, PHL272H5, PSY310H5/311H5/312H5/313H5/315H5/341H5/345H5/410H5/442Y5, SOC224H5/480Y5
Minor Program ERMIN1645, English (Arts)
Specialist Program ERSPE1425, Environmental Management (Arts), Year 1, 7, ENV100Y5, ANT102H5, ECO100Y5, GGR111H5, POL111H5, POL114H5, SOC100H5, Year 2, 34, ENV201H5, JPE251H5, JPE252H5, JPE250Y5, ANT241H5, ENG259H5, ENV205H5, GGR202H5, GGR207H5, GGR208H5, GGR209H5, GGR210H5, GGR265H5, GGR267H5, GGR287H5, GGR288H5, JPE250Y5, PHL274H5, PHL284H5, ANT214H5, BIO201H5, BIO205H5, BIO211H5, ERS201H5, GGR201H5, GGR214H5, GGR217H5, GGR227H5, GGR272H5, GGR276H5, GGR277H5, GGR278H5, STA215H5, STA220H5, Year 3, 80, ENV310H5, ENV311H5, ENV320H5, ENV393H5, ENV425H5, ENV430H5, JEP452H5, ANT357H5, ANT368H5, ANT370H5, ECO373H5, ENV310H5, ENV311H5, ENV320H5, ENV425H5, ENV430H5, GGR318H5, GGR325H5, GGR329H5, GGR333H5, GGR348H5, GGR349H5, GGR353H5, GGR361H5, GGR365H5, GGR370H5, GGR415H5, GGR418H5, GGR419H5, GGR426H5, GGR461H5, JEP351H5, JEP356H5, JEP452H5, JGE378H5, POL343Y5, POL346Y5, POL475H5, SOC349H5, SOC356H5, SOC465H5, WRI375H5, ANT327H5, BIO311H5, BIO331H5, BIO333H5, BIO464H5, ENV495H5, ENV496H5, ERS312H5, ERS313H5, ERS315H5, ERS321H5, GGR304H5, GGR305H5, GGR307H5, GGR309H5, GGR311H5, GGR317H5, GGR337H5, GGR338H5, GGR374H5, GGR375H5, GGR377H5, GGR383H5, GGR384H5, GGR404H5, GGR406H5, GGR407H5, GGR484H5, JGE378H5, ENV299Y5, ENV330H5, ENV332H5, ENV399Y5, ENV496H5, ENV497H5, GGR379H5, GGR389H5, JEG401Y5
Specialist Program GSCOBBASU1, Combined Specialist in Environmental Management and MScSM, Year 1, 7, ENV100Y5, ANT102H5, ECO100Y5, GGR111H5, POL111H5, POL114H5, SOC100H5, Year 2, 34, ENV201H5, JPE251H5, JPE252H5, JPE250Y5, ANT241H5, ENG259H5, ENV205H5, GGR202H5, GGR207H5, GGR208H5, GGR209H5, GGR210H5, GGR265H5, GGR267H5, GGR287H5, GGR288H5, JPE250Y5, PHL274H5, PHL284H5, ANT214H5, BIO201H5, BIO205H5, BIO211H5, ERS201H5, GGR201H5, GGR214H5, GGR217H5, GGR227H5, GGR272H5, GGR276H5, GGR277H5, GGR278H5, STA215H5, STA220H5, Year 3, 80, ENV310H5, ENV311H5, ENV320H5, ENV393H5, ENV425H5, ENV430H5, JEP452H5, ANT357H5, ANT368H5, ANT370H5, ECO373H5, ENV310H5, ENV311H5, ENV320H5, ENV425H5, ENV430H5, GGR318H5, GGR325H5, GGR329H5, GGR333H5, GGR348H5, GGR349H5, GGR353H5, GGR361H5, GGR365H5, GGR370H5, GGR415H5, GGR418H5, GGR419H5, GGR426H5, GGR461H5, JEP351H5, JEP356H5, JEP452H5, JGE378H5, POL343Y5, POL346Y5, POL475H5, SOC349H5, SOC356H5, SOC465H5, WRI375H5, ANT327H5, BIO311H5, BIO331H5, BIO333H5, BIO464H5, ENV495H5, ENV496H5, ERS312H5, ERS313H5, ERS315H5, ERS321H5, GGR304H5, GGR305H5, GGR307H5, GGR309H5, GGR311H5, GGR317H5, GGR337H5, GGR338H5, GGR374H5, GGR375H5, GGR377H5, GGR383H5, GGR384H5, GGR404H5, GGR406H5, GGR407H5, GGR484H5, JGE378H5, ENV299Y5, ENV330H5, ENV332H5, ENV399Y5, ENV496H5, ENV497H5, GGR379H5, GGR389H5, JEG401Y5
Major Program ERMAJ1425, Environmental Management (Arts), Year 1, 7, ENV100Y5, ANT102H5, ECO100Y5, GGR111H5, POL111H5, POL114H5, SOC100H5, Year 2, 34, ENV201H5, JPE251H5, JPE252H5, JPE250Y5, ANT241H5, ENG259H5, ENV205H5, GGR202H5, GGR207H5, GGR208H5, GGR209H5, GGR210H5, GGR265H5, GGR267H5, GGR287H5, GGR288H5, JPE250Y5, PHL274H5, PHL284H5, ANT214H5, BIO201H5, BIO205H5, BIO211H5, ERS201H5, GGR201H5, GGR214H5, GGR217H5, GGR227H5, GGR272H5, GGR276H5, GGR277H5, GGR278H5, STA215H5, STA220H5, Year 3, 80, ENV310H5, ENV311H5, ENV320H5, ENV393H5, ENV425H5, ENV430H5, JEP452H5, ANT357H5, ANT368H5, ANT370H5, ECO373H5, ENV310H5, ENV311H5, ENV320H5, ENV425H5, ENV430H5, GGR318H5, GGR325H5, GGR329H5, GGR333H5, GGR348H5, GGR349H5, GGR353H5, GGR361H5, GGR365H5, GGR370H5, GGR415H5, GGR418H5, GGR419H5, GGR426H5, GGR461H5, JEP351H5, JEP356H5, JEP452H5, JGE378H5, POL343Y5, POL346Y5, POL475H5, SOC349H5, SOC356H5, SOC465H5, WRI375H5, ANT327H5, BIO311H5, BIO331H5, BIO333H5, BIO464H5, ENV495H5, ENV496H5, ERS312H5, ERS313H5, ERS315H5, ERS321H5, GGR304H5, GGR305H5, GGR307H5, GGR309H5, GGR311H5, GGR317H5, GGR337H5, GGR338H5, GGR374H5, GGR375H5, GGR377H5, GGR383H5, GGR384H5, GGR404H5, GGR406H5, GGR407H5, GGR484H5, JGE378H5, ENV299Y5, ENV330H5, ENV332H5, ENV399Y5, ENV496H5, ENV497H5, GGR379H5, GGR389H5, JEG401Y5
Major Program GSCOBBASU2, Combined Major in Environmental Management and MScSM, Year 1, 7, ENV100Y5, ANT102H5, ECO100Y5, GGR111H5, POL111H5, POL114H5, SOC100H5, Year 2, 34, ENV201H5, JPE251H5, JPE252H5, JPE250Y5, ANT241H5, ENG259H5, ENV205H5, GGR202H5, GGR207H5, GGR208H5, GGR209H5, GGR210H5, GGR265H5, GGR267H5, GGR287H5, GGR288H5, JPE250Y5, PHL274H5, PHL284H5, ANT214H5, BIO201H5, BIO205H5, BIO211H5, ERS201H5, GGR201H5, GGR214H5, GGR217H5, GGR227H5, GGR272H5, GGR276H5, GGR277H5, GGR278H5, STA215H5, STA220H5, Year 3, 80, ENV310H5, ENV311H5, ENV320H5, ENV393H5, ENV425H5, ENV430H5, JEP452H5, ANT357H5, ANT368H5, ANT370H5, ECO373H5, ENV310H5, ENV311H5, ENV320H5, ENV425H5, ENV430H5, GGR318H5, GGR325H5, GGR329H5, GGR333H5, GGR348H5, GGR349H5, GGR353H5, GGR361H5, GGR365H5, GGR370H5, GGR415H5, GGR418H5, GGR419H5, GGR426H5, GGR461H5, JEP351H5, JEP356H5, JEP452H5, JGE378H5, POL343Y5, POL346Y5, POL475H5, SOC349H5, SOC356H5, SOC465H5, WRI375H5, ANT327H5, BIO311H5, BIO331H5, BIO333H5, BIO464H5, ENV495H5, ENV496H5, ERS312H5, ERS313H5, ERS315H5, ERS321H5, GGR304H5, GGR305H5, GGR307H5, GGR309H5, GGR311H5, GGR317H5, GGR337H5, GGR338H5, GGR374H5, GGR375H5, GGR377H5, GGR383H5, GGR384H5, GGR404H5, GGR406H5, GGR407H5, GGR484H5, JGE378H5, ENV299Y5, ENV330H5, ENV332H5, ENV399Y5, ENV496H5, ENV497H5, GGR379H5, GGR389H5, JEG401Y5
